,votes,eevp,eevp_source,timestamp,state,expected_votes,trump2016,votes2012,votes2016,vote_share_rep,vote_share_dem,vote_share_trd
6081,462741,78,edison,2020-11-04T06:59:06Z,montana,605750,279240,484048,501822,0.549,0.422,0
6082,464847,79,edison,2020-11-04T06:59:22Z,montana,605750,279240,484048,501822,0.55,0.422,0
6083,465724,79,edison,2020-11-04T07:09:16Z,montana,605750,279240,484048,501822,0.55,0.422,0
6084,466035,79,edison,2020-11-04T07:24:28Z,montana,605750,279240,484048,501822,0.55,0.422,0
6085,485008,82,edison,2020-11-04T07:30:34Z,montana,605750,279240,484048,501822,0.545,0.427,0
6086,485300,82,edison,2020-11-04T07:34:51Z,montana,605750,279240,484048,501822,0.545,0.427,0
6087,488417,83,edison,2020-11-04T07:44:29Z,montana,605750,279240,484048,501822,0.544,0.427,0
6088,488718,83,edison,2020-11-04T07:51:12Z,montana,605750,279240,484048,501822,0.545,0.427,0
6089,491733,83,edison,2020-11-04T08:01:26Z,montana,605750,279240,484048,501822,0.546,0.425,0
6090,498778,85,edison,2020-11-04T08:14:13Z,montana,605750,279240,484048,501822,0.547,0.424,0
6091,499325,85,edison,2020-11-04T08:17:01Z,montana,605750,279240,484048,501822,0.547,0.424,0
6092,499994,85,edison,2020-11-04T08:19:39Z,montana,605750,279240,484048,501822,0.548,0.424,0
6093,504009,85,edison,2020-11-04T08:20:02Z,montana,605750,279240,484048,501822,0.547,0.424,0
6094,504523,86,edison,2020-11-04T09:04:12Z,montana,605750,279240,484048,501822,0.548,0.424,0
6095,507575,86,edison,2020-11-04T09:11:32Z,montana,605750,279240,484048,501822,0.548,0.423,0
6096,508115,86,edison,2020-11-04T09:15:45Z,montana,605750,279240,484048,501822,0.548,0.424,0
6097,509735,86,edison,2020-11-04T09:18:19Z,montana,605750,279240,484048,501822,0.547,0.424,0
6098,510612,87,edison,2020-11-04T09:19:07Z,montana,605750,279240,484048,501822,0.547,0.424,0
6099,512028,87,edison,2020-11-04T09:22:42Z,montana,605750,279240,484048,501822,0.548,0.424,0
6100,512704,87,edison,2020-11-04T09:23:21Z,montana,605750,279240,484048,501822,0.548,0.424,0
6101,513814,87,edison,2020-11-04T09:28:04Z,montana,605750,279240,484048,501822,0.548,0.423,0
6102,514950,87,edison,2020-11-04T09:31:32Z,montana,605750,279240,484048,501822,0.549,0.422,0
6103,517315,88,edison,2020-11-04T10:32:04Z,montana,605750,279240,484048,501822,0.55,0.422,0
6104,523802,89,edison,2020-11-04T10:54:13Z,montana,605750,279240,484048,501822,0.552,0.419,0
6105,531453,90,edison,2020-11-04T11:55:25Z,montana,605750,279240,484048,501822,0.555,0.417,0
6106,530177,90,edison,2020-11-04T11:56:04Z,montana,605750,279240,484048,501822,0.552,0.419,0
6107,532437,90,edison,2020-11-04T15:08:41Z,montana,605750,279240,484048,501822,0.553,0.418,0
6108,544001,92,edison,2020-11-04T18:35:22Z,montana,605750,279240,484048,501822,0.557,0.415,0
6109,568212,96,edison,2020-11-04T23:37:10Z,montana,605750,279240,484048,501822,0.562,0.409,0
6110,571905,97,edison,2020-11-04T23:45:41Z,montana,605750,279240,484048,501822,0.563,0.408,0
6111,575553,98,edison,2020-11-04T23:52:19Z,montana,605750,279240,484048,501822,0.563,0.408,0
6112,578115,98,edison,2020-11-04T23:55:43Z,montana,605750,279240,484048,501822,0.563,0.408,0
6113,580194,98,edison,2020-11-04T23:59:16Z,montana,605750,279240,484048,501822,0.564,0.407,0
6114,582203,99,edison,2020-11-05T00:02:54Z,montana,605750,279240,484048,501822,0.564,0.407,0
6115,583597,99,edison,2020-11-05T00:06:41Z,montana,605750,279240,484048,501822,0.563,0.408,0
6116,587203,99,edison,2020-11-05T00:13:44Z,montana,605750,279240,484048,501822,0.565,0.406,0
6117,588490,99,edison,2020-11-05T00:21:43Z,montana,605750,279240,484048,501822,0.565,0.406,0
6118,591539,99,edison,2020-11-05T20:04:06Z,montana,605750,279240,484048,501822,0.565,0.407,0
6119,596903,99,edison,2020-11-05T20:12:01Z,montana,605750,279240,484048,501822,0.565,0.406,0
6120,597690,99,edison,2020-11-05T20:22:19Z,montana,605750,279240,484048,501822,0.565,0.406,0
6121,598244,99,edison,2020-11-05T20:30:17Z,montana,605750,279240,484048,501822,0.565,0.405,0
6122,600996,99,edison,2020-11-05T20:39:43Z,montana,605750,279240,484048,501822,0.566,0.405,0
6123,602777,99,edison,2020-11-05T20:39:59Z,montana,605750,279240,484048,501822,0.567,0.404,0
6124,602781,99,edison,2020-11-11T21:14:24Z,montana,605750,279240,484048,501822,0.567,0.404,0
6125,602937,99,edison,2020-11-12T14:06:33Z,montana,605750,279240,484048,501822,0.567,0.404,0
6126,603194,99,edison,2020-11-12T14:07:45Z,montana,605750,279240,484048,501822,0.567,0.404,0
6127,603364,99,edison,2020-11-12T14:09:05Z,montana,605750,279240,484048,501822,0.567,0.404,0
6128,603532,99,edison,2020-11-12T14:11:47Z,montana,605750,279240,484048,501822,0.567,0.404,0
6129,603730,99,edison,2020-11-12T14:13:39Z,montana,605750,279240,484048,501822,0.567,0.404,0
6130,603754,99,edison,2020-11-12T14:14:57Z,montana,605750,279240,484048,501822,0.567,0.404,0
6131,605690,99,edison,2020-11-12T14:17:19Z,montana,605750,279240,484048,501822,0.567,0.404,0
6132,605731,99,edison,2020-11-12T14:19:11Z,montana,605750,279240,484048,501822,0.567,0.404,0
6133,605734,99,edison,2020-11-12T14:19:51Z,montana,605750,279240,484048,501822,0.567,0.404,0
6134,605738,99,edison,2020-11-12T14:22:56Z,montana,605750,279240,484048,501822,0.567,0.404,0
6135,605742,99,edison,2020-11-19T18:38:40Z,montana,605750,279240,484048,501822,0.567,0.404,0
6136,605750,99,edison,2020-11-19T18:42:16Z,montana,605750,279240,484048,501822,0.567,0.404,0
6137,603782,99,ap,2020-11-15T15:56:15.057Z,montana,605750,279240,484048,501822,0.569,0.405,0
6138,605750,99,edison,2020-11-19T22:03:47Z,montana,605750,279240,484048,501822,0.567,0.404,0
6139,605750,100,edison,2020-11-20T14:18:24Z,montana,605750,279240,484048,501822,0.567,0.404,0
6140,0,0,edison,2020-11-04T08:04:21Z,north-carolina,5524813,2362631,4505372,4741564,0.0,0.0,0
6141,15,0,edison,2020-11-04T00:24:22Z,north-carolina,5524813,2362631,4505372,4741564,0.933,0.067,0
6142,0,0,edison,2020-11-04T00:30:48Z,north-carolina,5524813,2362631,4505372,4741564,0.0,0.0,0
6143,363,0,edison,2020-11-04T00:44:21Z,north-carolina,5524813,2362631,4505372,4741564,0.766,0.234,0
6144,618,0,edison,2020-11-04T00:44:48Z,north-carolina,5524813,2362631,4505372,4741564,0.629,0.371,0
6145,2687918,45,edison,2020-11-04T01:18:50Z,north-carolina,5524813,2362631,4505372,4741564,0.428,0.562,0
6146,3289832,55,edison,2020-11-04T01:20:12Z,north-carolina,5524813,2362631,4505372,4741564,0.431,0.558,0
6147,3542888,60,edison,2020-11-04T01:23:24Z,north-carolina,5524813,2362631,4505372,4741564,0.448,0.541,0
6148,3556494,60,edison,2020-11-04T01:26:21Z,north-carolina,5524813,2362631,4505372,4741564,0.449,0.54,0
6149,3556515,60,edison,2020-11-04T01:26:40Z,north-carolina,5524813,2362631,4505372,4741564,0.449,0.54,0
6150,3556561,60,edison,2020-11-04T01:28:47Z,north-carolina,5524813,2362631,4505372,4741564,0.449,0.54,0
6151,3659190,62,edison,2020-11-04T01:29:09Z,north-carolina,5524813,2362631,4505372,4741564,0.449,0.539,0
6152,3659255,62,edison,2020-11-04T01:29:47Z,north-carolina,5524813,2362631,4505372,4741564,0.449,0.539,0
6153,3861173,65,edison,2020-11-04T01:32:13Z,north-carolina,5524813,2362631,4505372,4741564,0.458,0.531,0
6154,3861199,65,edison,2020-11-04T01:33:45Z,north-carolina,5524813,2362631,4505372,4741564,0.458,0.531,0
6155,3912908,66,edison,2020-11-04T01:35:13Z,north-carolina,5524813,2362631,4505372,4741564,0.459,0.53,0
6156,3932585,66,edison,2020-11-04T01:38:11Z,north-carolina,5524813,2362631,4505372,4741564,0.461,0.528,0
6157,3932957,66,edison,2020-11-04T01:38:29Z,north-carolina,5524813,2362631,4505372,4741564,0.461,0.528,0
6158,3934623,66,edison,2020-11-04T01:39:32Z,north-carolina,5524813,2362631,4505372,4741564,0.461,0.528,0
6159,3934670,66,edison,2020-11-04T01:40:24Z,north-carolina,5524813,2362631,4505372,4741564,0.461,0.528,0
6160,3985448,67,edison,2020-11-04T01:41:13Z,north-carolina,5524813,2362631,4505372,4741564,0.463,0.526,0
6161,3985506,67,edison,2020-11-04T01:43:23Z,north-carolina,5524813,2362631,4505372,4741564,0.463,0.526,0
6162,4005782,68,edison,2020-11-04T01:44:13Z,north-carolina,5524813,2362631,4505372,4741564,0.464,0.525,0
6163,4020983,68,edison,2020-11-04T01:45:19Z,north-carolina,5524813,2362631,4505372,4741564,0.465,0.524,0
6164,4021020,68,edison,2020-11-04T01:46:13Z,north-carolina,5524813,2362631,4505372,4741564,0.465,0.524,0
6165,4128066,70,edison,2020-11-04T01:48:15Z,north-carolina,5524813,2362631,4505372,4741564,0.468,0.521,0
6166,4258113,72,edison,2020-11-04T01:52:20Z,north-carolina,5524813,2362631,4505372,4741564,0.47,0.519,0
6167,4309844,73,edison,2020-11-04T01:55:15Z,north-carolina,5524813,2362631,4505372,4741564,0.472,0.517,0
6168,4309980,73,edison,2020-11-04T01:56:55Z,north-carolina,5524813,2362631,4505372,4741564,0.472,0.517,0
6169,4309993,73,edison,2020-11-04T01:58:14Z,north-carolina,5524813,2362631,4505372,4741564,0.472,0.517,0
6170,4359496,74,edison,2020-11-04T01:59:09Z,north-carolina,5524813,2362631,4505372,4741564,0.475,0.514,0
6171,4432053,75,edison,2020-11-04T02:02:28Z,north-carolina,5524813,2362631,4505372,4741564,0.477,0.511,0
6172,4432086,75,edison,2020-11-04T02:04:27Z,north-carolina,5524813,2362631,4505372,4741564,0.477,0.511,0
6173,4537247,77,edison,2020-11-04T02:06:18Z,north-carolina,5524813,2362631,4505372,4741564,0.479,0.51,0
6174,4537318,77,edison,2020-11-04T02:07:07Z,north-carolina,5524813,2362631,4505372,4741564,0.479,0.51,0
6175,4539788,77,edison,2020-11-04T02:08:40Z,north-carolina,5524813,2362631,4505372,4741564,0.479,0.51,0
6176,4539820,77,edison,2020-11-04T02:10:12Z,north-carolina,5524813,2362631,4505372,4741564,0.479,0.51,0
6177,4545234,77,edison,2020-11-04T02:11:06Z,north-carolina,5524813,2362631,4505372,4741564,0.479,0.509,0
6178,4606049,78,edison,2020-11-04T02:11:16Z,north-carolina,5524813,2362631,4505372,4741564,0.481,0.508,0
6179,4635206,78,edison,2020-11-04T02:15:15Z,north-carolina,5524813,2362631,4505372,4741564,0.482,0.507,0
6180,4635214,78,edison,2020-11-04T02:15:52Z,north-carolina,5524813,2362631,4505372,4741564,0.482,0.507,0
6181,4641872,78,edison,2020-11-04T02:17:18Z,north-carolina,5524813,2362631,4505372,4741564,0.482,0.506,0
6182,4691754,79,edison,2020-11-04T02:20:17Z,north-carolina,5524813,2362631,4505372,4741564,0.484,0.505,0
6183,4691790,79,edison,2020-11-04T02:22:06Z,north-carolina,5524813,2362631,4505372,4741564,0.484,0.505,0
6184,4691876,79,edison,2020-11-04T02:22:30Z,north-carolina,5524813,2362631,4505372,4741564,0.484,0.505,0
6185,4738753,80,edison,2020-11-04T02:25:54Z,north-carolina,5524813,2362631,4505372,4741564,0.485,0.503,0
6186,4738853,80,edison,2020-11-04T02:26:55Z,north-carolina,5524813,2362631,4505372,4741564,0.485,0.503,0
6187,4738857,80,edison,2020-11-04T02:30:09Z,north-carolina,5524813,2362631,4505372,4741564,0.485,0.503,0
6188,4741590,80,edison,2020-11-04T02:34:43Z,north-carolina,5524813,2362631,4505372,4741564,0.485,0.503,0
6189,4741994,80,edison,2020-11-04T02:39:53Z,north-carolina,5524813,2362631,4505372,4741564,0.485,0.503,0
6190,4752770,80,edison,2020-11-04T02:43:14Z,north-carolina,5524813,2362631,4505372,4741564,0.486,0.503,0
6191,4753760,80,edison,2020-11-04T02:45:24Z,north-carolina,5524813,2362631,4505372,4741564,0.486,0.503,0
6192,4837823,82,edison,2020-11-04T02:47:45Z,north-carolina,5524813,2362631,4505372,4741564,0.487,0.501,0
6193,4851803,82,edison,2020-11-04T02:47:49Z,north-carolina,5524813,2362631,4505372,4741564,0.487,0.501,0
6194,4988236,84,edison,2020-11-04T02:52:27Z,north-carolina,5524813,2362631,4505372,4741564,0.491,0.497,0
6195,5066097,85,edison,2020-11-04T03:01:54Z,north-carolina,5524813,2362631,4505372,4741564,0.493,0.495,0
6196,5066400,85,edison,2020-11-04T03:02:16Z,north-carolina,5524813,2362631,4505372,4741564,0.493,0.495,0
6197,5066628,85,edison,2020-11-04T03:03:49Z,north-carolina,5524813,2362631,4505372,4741564,0.493,0.495,0
6198,5103255,86,edison,2020-11-04T03:05:27Z,north-carolina,5524813,2362631,4505372,4741564,0.494,0.494,0
6199,5104878,86,edison,2020-11-04T03:05:34Z,north-carolina,5524813,2362631,4505372,4741564,0.494,0.494,0
6200,5104996,86,edison,2020-11-04T03:06:37Z,north-carolina,5524813,2362631,4505372,4741564,0.494,0.494,0
6201,5105075,86,edison,2020-11-04T03:06:59Z,north-carolina,5524813,2362631,4505372,4741564,0.494,0.494,0
6202,5223314,88,edison,2020-11-04T03:08:50Z,north-carolina,5524813,2362631,4505372,4741564,0.496,0.492,0
6203,5223393,88,edison,2020-11-04T03:12:41Z,north-carolina,5524813,2362631,4505372,4741564,0.496,0.492,0
6204,5224577,88,edison,2020-11-04T03:13:45Z,north-carolina,5524813,2362631,4505372,4741564,0.496,0.492,0
6205,5228122,88,edison,2020-11-04T03:18:00Z,north-carolina,5524813,2362631,4505372,4741564,0.497,0.491,0
6206,5228124,88,edison,2020-11-04T03:18:07Z,north-carolina,5524813,2362631,4505372,4741564,0.497,0.491,0
6207,5247887,88,edison,2020-11-04T03:18:50Z,north-carolina,5524813,2362631,4505372,4741564,0.497,0.491,0
6208,5250006,89,edison,2020-11-04T03:19:35Z,north-carolina,5524813,2362631,4505372,4741564,0.497,0.491,0
6209,5253328,89,edison,2020-11-04T03:20:31Z,north-carolina,5524813,2362631,4505372,4741564,0.497,0.491,0
6210,5269468,89,edison,2020-11-04T03:22:58Z,north-carolina,5524813,2362631,4505372,4741564,0.498,0.49,0
6211,5269577,89,edison,2020-11-04T03:24:37Z,north-carolina,5524813,2362631,4505372,4741564,0.498,0.49,0
6212,5288465,89,edison,2020-11-04T03:28:28Z,north-carolina,5524813,2362631,4505372,4741564,0.498,0.49,0
6213,5288820,89,edison,2020-11-04T03:30:19Z,north-carolina,5524813,2362631,4505372,4741564,0.498,0.49,0
6214,5288871,89,edison,2020-11-04T03:30:24Z,north-carolina,5524813,2362631,4505372,4741564,0.498,0.49,0
6215,5328038,93,edison,2020-11-04T03:39:15Z,north-carolina,5524813,2362631,4505372,4741564,0.499,0.489,0
6216,5339793,93,edison,2020-11-04T03:44:48Z,north-carolina,5524813,2362631,4505372,4741564,0.499,0.488,0
6217,5339800,93,edison,2020-11-04T03:50:45Z,north-carolina,5524813,2362631,4505372,4741564,0.499,0.488,0
6218,5362898,93,edison,2020-11-04T03:52:00Z,north-carolina,5524813,2362631,4505372,4741564,0.499,0.488,0
6219,5362922,93,edison,2020-11-04T03:56:24Z,north-carolina,5524813,2362631,4505372,4741564,0.499,0.488,0
6220,5392619,94,edison,2020-11-04T03:56:43Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6221,5434249,95,edison,2020-11-04T04:00:40Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6222,5434341,95,edison,2020-11-04T04:02:07Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6223,5436283,95,edison,2020-11-04T04:05:12Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6224,5436365,95,edison,2020-11-04T04:05:33Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6225,5436694,95,edison,2020-11-04T04:06:51Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6226,5436703,95,edison,2020-11-04T04:07:44Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6227,5437110,95,edison,2020-11-04T04:09:17Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6228,5437255,95,edison,2020-11-04T04:11:30Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6229,5437302,95,edison,2020-11-04T04:14:48Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6230,5439236,95,edison,2020-11-04T04:15:46Z,north-carolina,5524813,2362631,4505372,4741564,0.501,0.487,0
6231,5439366,95,edison,2020-11-04T04:20:25Z,north-carolina,5524813,2362631,4505372,4741564,0.501,0.487,0
6232,5440053,95,edison,2020-11-04T04:22:18Z,north-carolina,5524813,2362631,4505372,4741564,0.501,0.487,0
6233,5443408,95,edison,2020-11-04T04:27:59Z,north-carolina,5524813,2362631,4505372,4741564,0.501,0.487,0
6234,5443475,95,edison,2020-11-04T04:28:29Z,north-carolina,5524813,2362631,4505372,4741564,0.501,0.487,0
6235,5443986,95,edison,2020-11-04T04:30:02Z,north-carolina,5524813,2362631,4505372,4741564,0.501,0.487,0
6236,5444203,95,edison,2020-11-04T04:30:24Z,north-carolina,5524813,2362631,4505372,4741564,0.501,0.487,0
6237,5453691,95,edison,2020-11-04T04:32:36Z,north-carolina,5524813,2362631,4505372,4741564,0.501,0.487,0
6238,5455617,95,edison,2020-11-04T04:36:40Z,north-carolina,5524813,2362631,4505372,4741564,0.501,0.487,0
6239,5456589,95,edison,2020-11-04T05:08:23Z,north-carolina,5524813,2362631,4505372,4741564,0.501,0.487,0
6240,5457095,95,edison,2020-11-04T05:40:38Z,north-carolina,5524813,2362631,4505372,4741564,0.501,0.487,0
6241,5457147,95,edison,2020-11-04T06:19:44Z,north-carolina,5524813,2362631,4505372,4741564,0.501,0.487,0
6242,5457219,95,edison,2020-11-04T06:24:41Z,north-carolina,5524813,2362631,4505372,4741564,0.501,0.487,0
6243,5457253,95,edison,2020-11-04T06:29:52Z,north-carolina,5524813,2362631,4505372,4741564,0.501,0.487,0
6244,5457297,95,edison,2020-11-04T06:48:55Z,north-carolina,5524813,2362631,4505372,4741564,0.501,0.487,0
6245,5457368,95,edison,2020-11-04T06:54:34Z,north-carolina,5524813,2362631,4505372,4741564,0.501,0.487,0
6246,5457588,95,edison,2020-11-04T21:40:09Z,north-carolina,5524813,2362631,4505372,4741564,0.501,0.487,0
6247,5459577,95,edison,2020-11-05T16:45:12Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.486,0
6248,5461810,95,edison,2020-11-05T18:02:18Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.486,0
6249,5462200,95,edison,2020-11-06T20:59:50Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.486,0
6250,5462200,98,edison,2020-11-06T22:34:32Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.486,0
6251,5462512,98,edison,2020-11-06T22:59:51Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.486,0
6252,5462629,98,edison,2020-11-06T23:23:50Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.486,0
6253,5462930,98,edison,2020-11-07T00:26:52Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.486,0
6254,5463112,98,edison,2020-11-07T01:36:49Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.486,0
6255,5463885,98,edison,2020-11-07T19:32:51Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.486,0
6256,5464084,98,edison,2020-11-07T23:47:50Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.486,0
6257,5464097,98,edison,2020-11-09T13:50:51Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.486,0
6258,5464196,98,edison,2020-11-09T17:06:50Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.486,0
6259,5464802,98,edison,2020-11-09T20:11:51Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6260,5464953,98,edison,2020-11-09T21:47:51Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6261,5464972,98,edison,2020-11-09T21:54:41Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6262,5465384,98,edison,2020-11-09T23:48:51Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6263,5465474,98,edison,2020-11-10T01:11:51Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6264,5465691,98,edison,2020-11-10T01:15:51Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6265,5465773,98,edison,2020-11-10T18:32:23Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6266,5465847,98,edison,2020-11-10T18:35:22Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6267,5471602,98,edison,2020-11-11T17:10:27Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6268,5471891,98,edison,2020-11-11T17:16:47Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6269,5472241,98,edison,2020-11-11T17:21:43Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6270,5474442,98,edison,2020-11-11T17:33:12Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6271,5475348,98,edison,2020-11-12T16:42:57Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6272,5475475,98,edison,2020-11-12T16:45:09Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6273,5475479,98,edison,2020-11-12T17:00:49Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6274,5475579,98,edison,2020-11-12T17:04:13Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6275,5475568,98,edison,2020-11-12T17:05:19Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6276,5475590,98,edison,2020-11-12T17:14:52Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6277,5475624,98,edison,2020-11-12T17:17:19Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6278,5475713,98,edison,2020-11-12T17:20:09Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6279,5475677,98,edison,2020-11-12T17:20:39Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6280,5475719,98,edison,2020-11-12T17:26:10Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6281,5476283,98,edison,2020-11-12T23:00:29Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6282,5476588,98,edison,2020-11-12T23:02:46Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6283,5476821,98,edison,2020-11-12T23:05:00Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6284,5476952,98,edison,2020-11-12T23:06:31Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6285,5476982,98,edison,2020-11-12T23:08:05Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6286,5478398,98,edison,2020-11-12T23:13:08Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6287,5480319,98,edison,2020-11-13T00:39:26Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6288,5483003,98,edison,2020-11-13T00:43:21Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6289,5483604,98,edison,2020-11-13T00:45:31Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6290,5483753,98,edison,2020-11-13T00:50:09Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6291,5484334,98,edison,2020-11-13T00:51:51Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6292,5484469,98,edison,2020-11-13T00:53:55Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6293,5484590,98,edison,2020-11-13T00:55:46Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6294,5485574,98,edison,2020-11-13T00:57:17Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6295,5485822,98,edison,2020-11-13T01:02:12Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6296,5486258,98,edison,2020-11-13T01:53:58Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6297,5486829,98,edison,2020-11-13T01:55:11Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6298,5487481,98,edison,2020-11-13T01:58:01Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6299,5487927,98,edison,2020-11-13T01:58:47Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6300,5488341,98,edison,2020-11-13T02:04:56Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6301,5490207,98,edison,2020-11-13T02:35:38Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6302,5490446,98,edison,2020-11-13T02:36:56Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6303,5493233,98,edison,2020-11-13T02:50:07Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6304,5494776,98,edison,2020-11-13T13:14:14Z,north-carolina,5524813,2362631,4505372,4741564,0.499,0.487,0
6305,5495112,98,edison,2020-11-13T13:16:08Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6306,5495517,98,edison,2020-11-13T14:42:52Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6307,5495565,98,edison,2020-11-13T15:26:06Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6308,5495021,98,edison,2020-11-13T15:29:44Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6309,5495020,98,edison,2020-11-13T16:02:10Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6310,5497033,98,edison,2020-11-13T16:06:42Z,north-carolina,5524813,2362631,4505372,4741564,0.499,0.487,0
6311,5497623,98,edison,2020-11-13T16:09:04Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6312,5497866,98,edison,2020-11-13T16:11:00Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6313,5497948,98,edison,2020-11-13T16:11:43Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6314,5498042,98,edison,2020-11-13T16:15:15Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6315,5498060,98,edison,2020-11-13T16:16:03Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6316,5498057,98,edison,2020-11-13T16:36:53Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.487,0
6317,5501595,98,edison,2020-11-13T16:38:16Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.486,0
6318,5503941,98,edison,2020-11-13T16:41:18Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.486,0
6319,5504166,98,edison,2020-11-13T16:42:45Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.486,0
6320,5504277,98,edison,2020-11-13T16:45:00Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.486,0
6321,5504276,98,edison,2020-11-13T16:46:45Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.486,0
6322,5504943,98,edison,2020-11-13T16:47:42Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.486,0
6323,5504949,98,edison,2020-11-13T16:50:33Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.486,0
6324,5504950,98,edison,2020-11-13T16:53:20Z,north-carolina,5524813,2362631,4505372,4741564,0.5,0.486,0
